Id,ProductId,ProductName,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,review_date,Summary,Text,Category,HelpfulnessRatio
138,PROD000138,Laptop Pro 15,USER3953,Customer4811,12,15,2,1746861059,2025-05-10,Would not recommend this Laptop Pro 15 to...,Would not recommend this Laptop Pro 15 to anyone. Not as described in the listing.,Computers,0.8
139,PROD000139,Laptop Pro 15,USER5843,Customer3349,10,10,4,1740208259,2025-02-22,Highly recommend this Laptop Pro 15 to everyone....,Highly recommend this Laptop Pro 15 to everyone. Customer service was helpful.,Computers,1.0
140,PROD000140,Laptop Pro 15,USER6266,Customer4082,22,25,4,1748502659,2025-05-29,Best computers I've ever owned. Very easy to...,Best computers I've ever owned. Very easy to set up and use.,Computers,0.88
141,PROD000141,Laptop Pro 15,USER1626,Customer5804,13,20,5,1730272259,2024-10-30,The Laptop Pro 15 exceeded all my expectations....,The Laptop Pro 15 exceeded all my expectations. Fast shipping and good packaging.,Computers,0.65
142,PROD000142,Laptop Pro 15,USER2138,Customer4630,5,13,3,1737184259,2025-01-18,Decent computers but nothing special. Very easy to...,Decent computers but nothing special. Very easy to set up and use.,Computers,0.38461538461538464
143,PROD000143,Laptop Pro 15,USER6025,Customer2087,11,20,4,1739776259,2025-02-17,Absolutely love this Laptop Pro 15! Not as...,Absolutely love this Laptop Pro 15! Not as described in the listing.,Computers,0.55
144,PROD000144,Laptop Pro 15,USER7760,Customer5498,14,23,4,1752131459,2025-07-10,Worth every penny - the Laptop Pro 15...,Worth every penny - the Laptop Pro 15 is amazing. Would buy from this brand again.,Computers,0.6086956521739131
145,PROD000145,Laptop Pro 15,USER2654,Customer7219,20,21,4,1744269059,2025-04-10,Worth every penny - the Laptop Pro 15...,Worth every penny - the Laptop Pro 15 is amazing. Great value for money.,Computers,0.9523809523809523
146,PROD000146,Laptop Pro 15,USER4524,Customer3959,1,5,4,1735888259,2025-01-03,Incredible quality and performance. Would buy from this...,Incredible quality and performance. Would buy from this brand again.,Computers,0.2
147,PROD000147,Laptop Pro 15,USER5453,Customer6691,17,23,3,1741072259,2025-03-04,Decent computers but nothing special. Great value for...,Decent computers but nothing special. Great value for money.,Computers,0.7391304347826086
148,PROD000148,Laptop Pro 15,USER9578,Customer6510,8,11,3,1754464259,2025-08-06,Standard computers with no surprises. Could use some...,Standard computers with no surprises. Could use some improvements.,Computers,0.7272727272727273
149,PROD000149,Laptop Pro 15,USER1415,Customer8724,13,18,3,1754205059,2025-08-03,Does the job but could be improved. Great...,Does the job but could be improved. Great value for money.,Computers,0.7222222222222222
150,PROD000150,Laptop Pro 15,USER2257,Customer9719,12,14,4,1738566659,2025-02-03,Fantastic computers product! Could use some improvements....,Fantastic computers product! Could use some improvements.,Computers,0.8571428571428571
151,PROD000151,Laptop Pro 15,USER5061,Customer9965,22,26,4,1733555459,2024-12-07,Worth every penny - the Laptop Pro 15...,Worth every penny - the Laptop Pro 15 is amazing. Fast shipping and good packaging.,Computers,0.8461538461538461
152,PROD000152,Laptop Pro 15,USER9688,Customer3493,1,6,3,1753168259,2025-07-22,Standard computers with no surprises. Customer service was...,Standard computers with no surprises. Customer service was helpful.,Computers,0.16666666666666666
153,PROD000153,Laptop Pro 15,USER9200,Customer7185,7,17,3,1754896259,2025-08-11,Meets basic expectations. Fast shipping and good packaging....,Meets basic expectations. Fast shipping and good packaging.,Computers,0.4117647058823529
154,PROD000154,Laptop Pro 15,USER4147,Customer2064,23,30,5,1748934659,2025-06-03,Fantastic computers product! Very easy to set up...,Fantastic computers product! Very easy to set up and use.,Computers,0.7666666666666667
155,PROD000155,Laptop Pro 15,USER1947,Customer8684,17,21,5,1750230659,2025-06-18,The Laptop Pro 15 exceeded all my expectations....,The Laptop Pro 15 exceeded all my expectations. Much better than I expected.,Computers,0.8095238095238095
156,PROD000156,Laptop Pro 15,USER9570,Customer9799,23,32,5,1729581059,2024-10-22,Best computers I've ever owned. Not as described...,Best computers I've ever owned. Not as described in the listing.,Computers,0.71875
157,PROD000157,Laptop Pro 15,USER5031,Customer3390,20,28,5,1740035459,2025-02-20,Fantastic computers product! Fast shipping and good packaging....,Fantastic computers product! Fast shipping and good packaging.,Computers,0.7142857142857143
158,PROD000158,Laptop Pro 15,USER2593,Customer2667,10,14,3,1747725059,2025-05-20,Meets basic expectations. Very easy to set up...,Meets basic expectations. Very easy to set up and use.,Computers,0.7142857142857143
159,PROD000159,Laptop Pro 15,USER3593,Customer9561,19,23,4,1750749059,2025-06-24,Highly recommend this Laptop Pro 15 to everyone....,Highly recommend this Laptop Pro 15 to everyone. Not as described in the listing.,Computers,0.8260869565217391
160,PROD000160,Laptop Pro 15,USER6823,Customer5242,20,30,4,1736579459,2025-01-11,Worth every penny - the Laptop Pro 15...,Worth every penny - the Laptop Pro 15 is amazing. Would buy from this brand again.,Computers,0.6666666666666666
161,PROD000161,Laptop Pro 15,USER6470,Customer4149,1,8,4,1745392259,2025-04-23,Incredible quality and performance. Customer service was helpful....,Incredible quality and performance. Customer service was helpful.,Computers,0.125
162,PROD000162,Laptop Pro 15,USER9572,Customer9631,19,23,4,1732691459,2024-11-27,Best computers I've ever owned. Great value for...,Best computers I've ever owned. Great value for money.,Computers,0.8260869565217391
163,PROD000163,Laptop Pro 15,USER5295,Customer7628,21,28,4,1732518659,2024-11-25,Fantastic computers product! Perfect for my needs....,Fantastic computers product! Perfect for my needs.,Computers,0.75
164,PROD000164,Wireless Earbuds Pro,USER6173,Customer3484,14,16,4,1750144259,2025-06-17,Best audio I've ever owned. The build quality...,Best audio I've ever owned. The build quality is impressive.,Audio,0.875
165,PROD000165,Wireless Earbuds Pro,USER4147,Customer9873,20,30,4,1729926659,2024-10-26,Fantastic audio product! Much better than I expected....,Fantastic audio product! Much better than I expected.,Audio,0.6666666666666666
166,PROD000166,Wireless Earbuds Pro,USER7003,Customer8823,6,13,3,1733901059,2024-12-11,The Wireless Earbuds Pro is okay for the...,The Wireless Earbuds Pro is okay for the price. Would buy from this brand again.,Audio,0.46153846153846156
167,PROD000167,Wireless Earbuds Pro,USER6124,Customer4625,23,31,4,1747811459,2025-05-21,Highly recommend this Wireless Earbuds Pro to everyone....,Highly recommend this Wireless Earbuds Pro to everyone. Much better than I expected.,Audio,0.7419354838709677
168,PROD000168,Wireless Earbuds Pro,USER6061,Customer7775,9,18,5,1737357059,2025-01-20,Highly recommend this Wireless Earbuds Pro to everyone....,Highly recommend this Wireless Earbuds Pro to everyone. Great value for money.,Audio,0.5
169,PROD000169,Wireless Earbuds Pro,USER2755,Customer1332,25,26,4,1742368259,2025-03-19,Absolutely love this Wireless Earbuds Pro! Fast shipping...,Absolutely love this Wireless Earbuds Pro! Fast shipping and good packaging.,Audio,0.9615384615384616
170,PROD000170,Wireless Earbuds Pro,USER7605,Customer3508,15,15,3,1752649859,2025-07-16,Decent audio but nothing special. Customer service was...,Decent audio but nothing special. Customer service was helpful.,Audio,1.0
171,PROD000171,Wireless Earbuds Pro,USER6215,Customer6025,4,13,2,1730272259,2024-10-30,Not worth the money - the Wireless Earbuds...,Not worth the money - the Wireless Earbuds Pro is terrible. The build quality is impressive.,Audio,0.3076923076923077
172,PROD000172,Wireless Earbuds Pro,USER9827,Customer4380,10,18,4,1735110659,2024-12-25,Fantastic audio product! Could use some improvements....,Fantastic audio product! Could use some improvements.,Audio,0.5555555555555556
173,PROD000173,Wireless Earbuds Pro,USER5989,Customer5936,15,17,5,1736493059,2025-01-10,Absolutely love this Wireless Earbuds Pro! Fast shipping...,Absolutely love this Wireless Earbuds Pro! Fast shipping and good packaging.,Audio,0.8823529411764706
174,PROD000174,Wireless Earbuds Pro,USER6538,Customer5050,11,17,3,1742281859,2025-03-18,Meets basic expectations. Could use some improvements....,Meets basic expectations. Could use some improvements.,Audio,0.6470588235294118
175,PROD000175,Wireless Earbuds Pro,USER4615,Customer3853,23,23,2,1737702659,2025-01-24,Cheaply made and doesn't work properly. Perfect for...,Cheaply made and doesn't work properly. Perfect for my needs.,Audio,1.0
176,PROD000176,Wireless Earbuds Pro,USER3206,Customer6791,12,17,3,1736406659,2025-01-09,Meets basic expectations. Fast shipping and good packaging....,Meets basic expectations. Fast shipping and good packaging.,Audio,0.7058823529411765
177,PROD000177,Wireless Earbuds Pro,USER6194,Customer9938,16,23,3,1741504259,2025-03-09,Meets basic expectations. Customer service was helpful....,Meets basic expectations. Customer service was helpful.,Audio,0.6956521739130435
178,PROD000178,Wireless Earbuds Pro,USER6981,Customer6136,7,15,4,1737443459,2025-01-21,Highly recommend this Wireless Earbuds Pro to everyone....,Highly recommend this Wireless Earbuds Pro to everyone. The build quality is impressive.,Audio,0.4666666666666667
179,PROD000179,Wireless Earbuds Pro,USER7296,Customer5705,10,10,3,1744441859,2025-04-12,Decent audio but nothing special. Customer service was...,Decent audio but nothing special. Customer service was helpful.,Audio,1.0
180,PROD000180,Wireless Earbuds Pro,USER8484,Customer3470,24,33,3,1755846659,2025-08-22,Average performance from the Wireless Earbuds Pro. The...,Average performance from the Wireless Earbuds Pro. The build quality is impressive.,Audio,0.7272727272727273
181,PROD000181,Wireless Earbuds Pro,USER3638,Customer2160,12,12,4,1728371459,2024-10-08,Best audio I've ever owned. Customer service was...,Best audio I've ever owned. Customer service was helpful.,Audio,1.0
182,PROD000182,Wireless Earbuds Pro,USER6331,Customer8595,16,18,4,1750317059,2025-06-19,Worth every penny - the Wireless Earbuds Pro...,Worth every penny - the Wireless Earbuds Pro is amazing. Would buy from this brand again.,Audio,0.8888888888888888
183,PROD000183,Wireless Earbuds Pro,USER2785,Customer9485,12,13,4,1731913859,2024-11-18,The Wireless Earbuds Pro exceeded all my expectations....,The Wireless Earbuds Pro exceeded all my expectations. The build quality is impressive.,Audio,0.9230769230769231
184,PROD000184,Wireless Earbuds Pro,USER7054,Customer5538,2,11,3,1734937859,2024-12-23,Meets basic expectations. Not as described in the...,Meets basic expectations. Not as described in the listing.,Audio,0.18181818181818182
185,PROD000185,Wireless Earbuds Pro,USER1447,Customer9975,19,26,2,1758525059,2025-09-22,Would not recommend this Wireless Earbuds Pro to...,Would not recommend this Wireless Earbuds Pro to anyone. Could use some improvements.,Audio,0.7307692307692307
186,PROD000186,Wireless Earbuds Pro,USER9790,Customer7682,3,10,4,1750489859,2025-06-21,Absolutely love this Wireless Earbuds Pro! Great value...,Absolutely love this Wireless Earbuds Pro! Great value for money.,Audio,0.3
187,PROD000187,Wireless Earbuds Pro,USER6015,Customer4522,23,27,1,1754809859,2025-08-10,Would not recommend this Wireless Earbuds Pro to...,Would not recommend this Wireless Earbuds Pro to anyone. Great value for money.,Audio,0.8518518518518519
188,PROD000188,Wireless Earbuds Pro,USER8814,Customer8996,17,24,3,1749021059,2025-06-04,Meets basic expectations. Great value for money....,Meets basic expectations. Great value for money.,Audio,0.7083333333333334
189,PROD000189,Wireless Earbuds Pro,USER8396,Customer9987,9,19,4,1752131459,2025-07-10,Incredible quality and performance. Very easy to set...,Incredible quality and performance. Very easy to set up and use.,Audio,0.47368421052631576
190,PROD000190,Wireless Earbuds Pro,USER6305,Customer2917,15,24,3,1734073859,2024-12-13,Does the job but could be improved. Customer...,Does the job but could be improved. Customer service was helpful.,Audio,0.625
191,PROD000191,Wireless Earbuds Pro,USER2998,Customer1451,14,20,4,1754550659,2025-08-07,The Wireless Earbuds Pro exceeded all my expectations....,The Wireless Earbuds Pro exceeded all my expectations. Customer service was helpful.,Audio,0.7
192,PROD000192,Wireless Earbuds Pro,USER6300,Customer1474,22,22,3,1731136259,2024-11-09,"It works, but there are better options. Very...","It works, but there are better options. Very easy to set up and use.",Audio,1.0
193,PROD000193,Wireless Earbuds Pro,USER5320,Customer1671,10,11,3,1731309059,2024-11-11,Decent audio but nothing special. Could use some...,Decent audio but nothing special. Could use some improvements.,Audio,0.9090909090909091
194,PROD000194,Wireless Earbuds Pro,USER4065,Customer2204,24,33,4,1750144259,2025-06-17,Best audio I've ever owned. The build quality...,Best audio I've ever owned. The build quality is impressive.,Audio,0.7272727272727273
195,PROD000195,Wireless Earbuds Pro,USER7050,Customer7904,21,28,4,1758525059,2025-09-22,Best audio I've ever owned. Very easy to...,Best audio I've ever owned. Very easy to set up and use.,Audio,0.75
196,PROD000196,Wireless Earbuds Pro,USER6446,Customer7314,5,10,2,1740208259,2025-02-22,Not worth the money - the Wireless Earbuds...,Not worth the money - the Wireless Earbuds Pro is terrible. Customer service was helpful.,Audio,0.5
197,PROD000197,Wireless Earbuds Pro,USER4285,Customer9821,25,25,4,1733901059,2024-12-11,Absolutely love this Wireless Earbuds Pro! Customer service...,Absolutely love this Wireless Earbuds Pro! Customer service was helpful.,Audio,1.0
198,PROD000198,Wireless Earbuds Pro,USER7143,Customer3859,7,12,3,1756105859,2025-08-25,Decent audio but nothing special. Great value for...,Decent audio but nothing special. Great value for money.,Audio,0.5833333333333334
199,PROD000199,Wireless Earbuds Pro,USER8776,Customer5019,23,31,4,1752649859,2025-07-16,Worth every penny - the Wireless Earbuds Pro...,Worth every penny - the Wireless Earbuds Pro is amazing. Not as described in the listing.,Audio,0.7419354838709677
200,PROD000200,Wireless Earbuds Pro,USER6921,Customer4425,19,28,4,1743318659,2025-03-30,Absolutely love this Wireless Earbuds Pro! Would buy...,Absolutely love this Wireless Earbuds Pro! Would buy from this brand again.,Audio,0.6785714285714286
201,PROD000201,Wireless Earbuds Pro,USER3994,Customer5848,19,28,3,1738912259,2025-02-07,Average performance from the Wireless Earbuds Pro. Not...,Average performance from the Wireless Earbuds Pro. Not as described in the listing.,Audio,0.6785714285714286
202,PROD000202,Wireless Earbuds Pro,USER6773,Customer5297,7,15,3,1751181059,2025-06-29,"It works, but there are better options. Great...","It works, but there are better options. Great value for money.",Audio,0.4666666666666667
203,PROD000203,Wireless Earbuds Pro,USER4086,Customer3015,9,14,5,1752909059,2025-07-19,Incredible quality and performance. The build quality is...,Incredible quality and performance. The build quality is impressive.,Audio,0.6428571428571429
204,PROD000204,Wireless Earbuds Pro,USER8546,Customer6729,0,0,4,1749107459,2025-06-05,Best audio I've ever owned. Fast shipping and...,Best audio I've ever owned. Fast shipping and good packaging.,Audio,0.0
205,PROD000205,Wireless Earbuds Pro,USER7091,Customer2067,25,30,4,1731395459,2024-11-12,Incredible quality and performance. Great value for money....,Incredible quality and performance. Great value for money.,Audio,0.8333333333333334
206,PROD000206,Wireless Earbuds Pro,USER2219,Customer6271,13,21,5,1741158659,2025-03-05,Incredible quality and performance. Very easy to set...,Incredible quality and performance. Very easy to set up and use.,Audio,0.6190476190476191
207,PROD000207,Wireless Earbuds Pro,USER8756,Customer1321,21,26,4,1729581059,2024-10-22,Incredible quality and performance. Very easy to set...,Incredible quality and performance. Very easy to set up and use.,Audio,0.8076923076923077
208,PROD000208,Wireless Earbuds Pro,USER3065,Customer1814,23,24,3,1729753859,2024-10-24,"It works, but there are better options. Perfect...","It works, but there are better options. Perfect for my needs.",Audio,0.9583333333333334
209,PROD000209,Wireless Earbuds Pro,USER1248,Customer8510,8,16,3,1750835459,2025-06-25,"It works, but there are better options. Could...","It works, but there are better options. Could use some improvements.",Audio,0.5
210,PROD000210,Wireless Earbuds Pro,USER4398,Customer1877,19,29,2,1749453059,2025-06-09,Would not recommend this Wireless Earbuds Pro to...,Would not recommend this Wireless Earbuds Pro to anyone. Very easy to set up and use.,Audio,0.6551724137931034
211,PROD000211,Wireless Earbuds Pro,USER9235,Customer7593,21,26,3,1756451459,2025-08-29,Decent audio but nothing special. Very easy to...,Decent audio but nothing special. Very easy to set up and use.,Audio,0.8076923076923077
212,PROD000212,Wireless Earbuds Pro,USER1604,Customer9851,5,12,3,1735629059,2024-12-31,Standard audio with no surprises. Great value for...,Standard audio with no surprises. Great value for money.,Audio,0.4166666666666667
213,PROD000213,Wireless Earbuds Pro,USER2901,Customer6550,1,1,2,1755241859,2025-08-15,Would not recommend this Wireless Earbuds Pro to...,Would not recommend this Wireless Earbuds Pro to anyone. Could use some improvements.,Audio,1.0
214,PROD000214,Wireless Earbuds Pro,USER3463,Customer6510,14,23,4,1746169859,2025-05-02,Incredible quality and performance. The build quality is...,Incredible quality and performance. The build quality is impressive.,Audio,0.6086956521739131
215,PROD000215,Wireless Earbuds Pro,USER2580,Customer4157,19,19,4,1748675459,2025-05-31,Fantastic audio product! Would buy from this brand...,Fantastic audio product! Would buy from this brand again.,Audio,1.0
216,PROD000216,Wireless Earbuds Pro,USER3326,Customer3320,25,26,5,1735801859,2025-01-02,Fantastic audio product! Customer service was helpful....,Fantastic audio product! Customer service was helpful.,Audio,0.9615384615384616
217,PROD000217,Wireless Earbuds Pro,USER3936,Customer3655,21,22,3,1730790659,2024-11-05,"It works, but there are better options. Fast...","It works, but there are better options. Fast shipping and good packaging.",Audio,0.9545454545454546
218,PROD000218,Wireless Earbuds Pro,USER2451,Customer7842,15,23,5,1733728259,2024-12-09,Best audio I've ever owned. Could use some...,Best audio I've ever owned. Could use some improvements.,Audio,0.6521739130434783
219,PROD000219,Wireless Earbuds Pro,USER5060,Customer2722,18,27,4,1734765059,2024-12-21,Best audio I've ever owned. Would buy from...,Best audio I've ever owned. Would buy from this brand again.,Audio,0.6666666666666666
220,PROD000220,Wireless Earbuds Pro,USER3557,Customer6537,6,15,3,1730358659,2024-10-31,The Wireless Earbuds Pro is okay for the...,The Wireless Earbuds Pro is okay for the price. Great value for money.,Audio,0.4
221,PROD000221,Wireless Earbuds Pro,USER7770,Customer8382,22,32,4,1732777859,2024-11-28,Best audio I've ever owned. Much better than...,Best audio I've ever owned. Much better than I expected.,Audio,0.6875
222,PROD000222,Fitness Tracker Plus,USER7489,Customer8963,12,18,4,1732432259,2024-11-24,Incredible quality and performance. Great value for money....,Incredible quality and performance. Great value for money.,Wearables,0.6666666666666666
223,PROD000223,Fitness Tracker Plus,USER7370,Customer5458,4,4,4,1731481859,2024-11-13,Incredible quality and performance. Perfect for my needs....,Incredible quality and performance. Perfect for my needs.,Wearables,1.0
224,PROD000224,Fitness Tracker Plus,USER9304,Customer9753,16,26,4,1757661059,2025-09-12,Incredible quality and performance. Not as described in...,Incredible quality and performance. Not as described in the listing.,Wearables,0.6153846153846154
225,PROD000225,Fitness Tracker Plus,USER1849,Customer5570,23,26,3,1738566659,2025-02-03,Does the job but could be improved. Could...,Does the job but could be improved. Could use some improvements.,Wearables,0.8846153846153846
226,PROD000226,Fitness Tracker Plus,USER2831,Customer7190,6,12,1,1734419459,2024-12-17,Very disappointed with the Fitness Tracker Plus. Customer...,Very disappointed with the Fitness Tracker Plus. Customer service was helpful.,Wearables,0.5
227,PROD000227,Fitness Tracker Plus,USER7632,Customer4985,4,10,3,1742368259,2025-03-19,Does the job but could be improved. Perfect...,Does the job but could be improved. Perfect for my needs.,Wearables,0.4
228,PROD000228,Fitness Tracker Plus,USER7628,Customer7167,3,11,3,1751526659,2025-07-03,Meets basic expectations. Customer service was helpful....,Meets basic expectations. Customer service was helpful.,Wearables,0.2727272727272727
229,PROD000229,Fitness Tracker Plus,USER8835,Customer3296,7,16,4,1746083459,2025-05-01,The Fitness Tracker Plus exceeded all my expectations....,The Fitness Tracker Plus exceeded all my expectations. The build quality is impressive.,Wearables,0.4375
230,PROD000230,Fitness Tracker Plus,USER7019,Customer3496,23,25,3,1737616259,2025-01-23,Meets basic expectations. Very easy to set up...,Meets basic expectations. Very easy to set up and use.,Wearables,0.92
231,PROD000231,Fitness Tracker Plus,USER1174,Customer8202,1,1,4,1733209859,2024-12-03,Highly recommend this Fitness Tracker Plus to everyone....,Highly recommend this Fitness Tracker Plus to everyone. Fast shipping and good packaging.,Wearables,1.0
232,PROD000232,Fitness Tracker Plus,USER6622,Customer4277,14,19,4,1735024259,2024-12-24,Worth every penny - the Fitness Tracker Plus...,Worth every penny - the Fitness Tracker Plus is amazing. Very easy to set up and use.,Wearables,0.7368421052631579
233,PROD000233,Fitness Tracker Plus,USER1684,Customer7231,11,21,3,1742109059,2025-03-16,The Fitness Tracker Plus is okay for the...,The Fitness Tracker Plus is okay for the price. The build quality is impressive.,Wearables,0.5238095238095238
234,PROD000234,Fitness Tracker Plus,USER4373,Customer8793,3,10,3,1741504259,2025-03-09,Meets basic expectations. The build quality is impressive....,Meets basic expectations. The build quality is impressive.,Wearables,0.3
235,PROD000235,Fitness Tracker Plus,USER4228,Customer2515,13,19,3,1738566659,2025-02-03,Average performance from the Fitness Tracker Plus. Perfect...,Average performance from the Fitness Tracker Plus. Perfect for my needs.,Wearables,0.6842105263157895
236,PROD000236,Fitness Tracker Plus,USER6141,Customer1806,11,14,4,1751008259,2025-06-27,Best wearables I've ever owned. The build quality...,Best wearables I've ever owned. The build quality is impressive.,Wearables,0.7857142857142857
237,PROD000237,Fitness Tracker Plus,USER2810,Customer1909,23,30,2,1738393859,2025-02-01,The Fitness Tracker Plus stopped working after just...,The Fitness Tracker Plus stopped working after just a week. Much better than I expected.,Wearables,0.7666666666666667
238,PROD000238,Fitness Tracker Plus,USER5287,Customer3876,6,7,2,1744096259,2025-04-08,Not worth the money - the Fitness Tracker...,Not worth the money - the Fitness Tracker Plus is terrible. The build quality is impressive.,Wearables,0.8571428571428571
239,PROD000239,Fitness Tracker Plus,USER1543,Customer7693,5,12,4,1737616259,2025-01-23,Fantastic wearables product! Not as described in the...,Fantastic wearables product! Not as described in the listing.,Wearables,0.4166666666666667
240,PROD000240,Fitness Tracker Plus,USER2101,Customer7880,12,17,1,1747984259,2025-05-23,The Fitness Tracker Plus stopped working after just...,The Fitness Tracker Plus stopped working after just a week. The build quality is impressive.,Wearables,0.7058823529411765
241,PROD000241,Fitness Tracker Plus,USER2842,Customer3336,17,19,4,1731481859,2024-11-13,Highly recommend this Fitness Tracker Plus to everyone....,Highly recommend this Fitness Tracker Plus to everyone. Fast shipping and good packaging.,Wearables,0.8947368421052632
242,PROD000242,Fitness Tracker Plus,USER4055,Customer6875,23,24,5,1729753859,2024-10-24,Incredible quality and performance. The build quality is...,Incredible quality and performance. The build quality is impressive.,Wearables,0.9583333333333334
243,PROD000243,Fitness Tracker Plus,USER4944,Customer7851,21,26,4,1755328259,2025-08-16,Best wearables I've ever owned. Would buy from...,Best wearables I've ever owned. Would buy from this brand again.,Wearables,0.8076923076923077
244,PROD000244,Fitness Tracker Plus,USER9160,Customer6240,14,20,3,1727939459,2024-10-03,Meets basic expectations. Not as described in the...,Meets basic expectations. Not as described in the listing.,Wearables,0.7
245,PROD000245,Fitness Tracker Plus,USER3611,Customer1643,2,10,4,1745392259,2025-04-23,Fantastic wearables product! Could use some improvements....,Fantastic wearables product! Could use some improvements.,Wearables,0.2
246,PROD000246,Fitness Tracker Plus,USER4196,Customer9297,20,22,3,1746774659,2025-05-09,"It works, but there are better options. The...","It works, but there are better options. The build quality is impressive.",Wearables,0.9090909090909091
247,PROD000247,Fitness Tracker Plus,USER8278,Customer9620,17,22,4,1753427459,2025-07-25,Absolutely love this Fitness Tracker Plus! Customer service...,Absolutely love this Fitness Tracker Plus! Customer service was helpful.,Wearables,0.7727272727272727
248,PROD000248,Fitness Tracker Plus,USER8138,Customer5553,11,12,3,1747293059,2025-05-15,Does the job but could be improved. Would...,Does the job but could be improved. Would buy from this brand again.,Wearables,0.9166666666666666
249,PROD000249,Fitness Tracker Plus,USER1947,Customer8441,21,31,3,1747033859,2025-05-12,"It works, but there are better options. The...","It works, but there are better options. The build quality is impressive.",Wearables,0.6774193548387096
250,PROD000250,Fitness Tracker Plus,USER6565,Customer6867,1,7,4,1753600259,2025-07-27,Fantastic wearables product! Not as described in the...,Fantastic wearables product! Not as described in the listing.,Wearables,0.14285714285714285
251,PROD000251,Fitness Tracker Plus,USER7086,Customer9837,11,13,4,1747897859,2025-05-22,Incredible quality and performance. Perfect for my needs....,Incredible quality and performance. Perfect for my needs.,Wearables,0.8461538461538461
252,PROD000252,Fitness Tracker Plus,USER5603,Customer7726,11,14,5,1735542659,2024-12-30,Highly recommend this Fitness Tracker Plus to everyone....,Highly recommend this Fitness Tracker Plus to everyone. Fast shipping and good packaging.,Wearables,0.7857142857142857
253,PROD000253,Fitness Tracker Plus,USER5329,Customer2093,14,16,4,1758438659,2025-09-21,Worth every penny - the Fitness Tracker Plus...,Worth every penny - the Fitness Tracker Plus is amazing. The build quality is impressive.,Wearables,0.875
254,PROD000254,Fitness Tracker Plus,USER3501,Customer7605,19,21,3,1740985859,2025-03-03,Does the job but could be improved. Fast...,Does the job but could be improved. Fast shipping and good packaging.,Wearables,0.9047619047619048
255,PROD000255,Fitness Tracker Plus,USER6867,Customer1485,3,4,3,1742886659,2025-03-25,Average performance from the Fitness Tracker Plus. Customer...,Average performance from the Fitness Tracker Plus. Customer service was helpful.,Wearables,0.75
256,PROD000256,Fitness Tracker Plus,USER6712,Customer8714,24,30,4,1736838659,2025-01-14,Highly recommend this Fitness Tracker Plus to everyone....,Highly recommend this Fitness Tracker Plus to everyone. Much better than I expected.,Wearables,0.8
257,PROD000257,Fitness Tracker Plus,USER9506,Customer6574,3,4,2,1749798659,2025-06-13,Cheaply made and doesn't work properly. Much better...,Cheaply made and doesn't work properly. Much better than I expected.,Wearables,0.75
258,PROD000258,Fitness Tracker Plus,USER6220,Customer8604,8,18,2,1730185859,2024-10-29,Cheaply made and doesn't work properly. Great value...,Cheaply made and doesn't work properly. Great value for money.,Wearables,0.4444444444444444
259,PROD000259,Fitness Tracker Plus,USER7515,Customer6624,16,25,2,1754723459,2025-08-09,Not worth the money - the Fitness Tracker...,Not worth the money - the Fitness Tracker Plus is terrible. Perfect for my needs.,Wearables,0.64
260,PROD000260,Fitness Tracker Plus,USER2367,Customer2386,23,26,4,1757920259,2025-09-15,The Fitness Tracker Plus exceeded all my expectations....,The Fitness Tracker Plus exceeded all my expectations. Perfect for my needs.,Wearables,0.8846153846153846
261,PROD000261,Fitness Tracker Plus,USER3437,Customer6026,18,24,2,1736493059,2025-01-10,Cheaply made and doesn't work properly. Great value...,Cheaply made and doesn't work properly. Great value for money.,Wearables,0.75
262,PROD000262,Fitness Tracker Plus,USER6958,Customer9695,7,14,3,1727853059,2024-10-02,Does the job but could be improved. The...,Does the job but could be improved. The build quality is impressive.,Wearables,0.5
263,PROD000263,Fitness Tracker Plus,USER4295,Customer5054,11,20,5,1736579459,2025-01-11,Incredible quality and performance. Fast shipping and good...,Incredible quality and performance. Fast shipping and good packaging.,Wearables,0.55
264,PROD000264,Fitness Tracker Plus,USER6754,Customer4084,14,21,2,1748589059,2025-05-30,Not worth the money - the Fitness Tracker...,Not worth the money - the Fitness Tracker Plus is terrible. Very easy to set up and use.,Wearables,0.6666666666666666
265,PROD000265,Fitness Tracker Plus,USER5243,Customer4302,8,17,4,1753081859,2025-07-21,Highly recommend this Fitness Tracker Plus to everyone....,Highly recommend this Fitness Tracker Plus to everyone. Would buy from this brand again.,Wearables,0.47058823529411764
266,PROD000266,Fitness Tracker Plus,USER9708,Customer6681,15,24,4,1753427459,2025-07-25,Incredible quality and performance. The build quality is...,Incredible quality and performance. The build quality is impressive.,Wearables,0.625
267,PROD000267,Fitness Tracker Plus,USER7140,Customer7468,11,18,3,1731827459,2024-11-17,Does the job but could be improved. Would...,Does the job but could be improved. Would buy from this brand again.,Wearables,0.6111111111111112
268,PROD000268,Fitness Tracker Plus,USER2364,Customer2928,6,9,3,1729667459,2024-10-23,The Fitness Tracker Plus is okay for the...,The Fitness Tracker Plus is okay for the price. Would buy from this brand again.,Wearables,0.6666666666666666
269,PROD000269,Fitness Tracker Plus,USER1828,Customer9789,14,16,4,1738307459,2025-01-31,Absolutely love this Fitness Tracker Plus! Perfect for...,Absolutely love this Fitness Tracker Plus! Perfect for my needs.,Wearables,0.875
